Video ID,Type,Video URL,Created Date,12/01/2025 Views,12/01/2025 Likes,12/01/2025 Comments,12/01/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/02/2025 Views,12/02/2025 Likes,12/02/2025 Comments,12/02/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/03/2025 Views,12/03/2025 Likes,12/03/2025 Comments,12/03/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/04/2025 Views,12/04/2025 Likes,12/04/2025 Comments,12/04/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares,12/05/2025 Views,12/05/2025 Likes,12/05/2025 Comments,12/05/2025 Shares
7433537648876211486,Original,https://www.tiktok.com/@herbalvineyards/video/7433537648876211486,11/05/2024,168600,1852,86,103,168600,1852,86,103,168700,1852,86,103,168700,1854,86,103,168800,1855,86,103,169000,1856,86,103,169000,1856,86,104,169100,1856,86,104,169100,1856,86,104,169100,1857,86,104,169200,1857,86,104,169200,1857,86,104,169300,1857,86,104,169300,1858,86,104,169400,1858,86,104,169400,1859,86,104,169500,1859,86,104,169600,1860,86,104,169600,1860,86,104,169600,1861,86,104,169700,1862,86,104,169800,1863,86,104,169800,1863,86,104,169900,1863,86,104,170000,1863,86,104,170000,1863,86,104,170100,1864,86,104,170200,1865,86,104,170300,1865,86,104,170300,1865,86,104,170300,1865,86,104,170400,1866,86,104,170400,1866,86,104,170500,1866,86,104,170600,1868,86,104,170700,1869,86,104,170700,1870,86,104,170800,1870,86,104,170900,1870,86,104,170900,1870,86,104,171000,1870,86,104,171100,1871,86,105,171100,1872,86,105,171200,1874,86,105,171200,1874,86,105,171200,1874,86,105
7434637535726292255,Original,https://www.tiktok.com/@herbalvineyards/video/7434637535726292255,11/08/2024,1500000,14900,407,1113,1500000,14900,407,1113,1500000,14900,407,1113,1500000,14900,407,1113,1500000,14900,407,1113,1500000,14900,407,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1113,1500000,14900,408,1114,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115,1500000,14900,408,1115
7435089592312712479,Original,https://www.tiktok.com/@herbalvineyards/video/7435089592312712479,11/09/2024,481900,4779,363,187,481900,4779,363,187,481900,4779,363,187,482000,4779,363,187,482000,4780,363,187,482100,4780,363,187,482100,4780,363,187,482100,4780,363,187,482100,4780,363,187,482100,4780,363,187,482100,4780,363,187,482100,4781,364,187,482100,4781,364,187,482100,4781,364,187,482100,4781,364,187,482100,4781,364,187,482100,4781,364,187,482100,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187,482200,4781,364,187
7435356214990507295,Original,https://www.tiktok.com/@herbalvineyards/video/7435356214990507295,11/09/2024,694500,8966,274,498,694500,8966,274,498,694500,8966,274,498,694500,8966,274,498,694500,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694600,8966,274,499,694700,8966,274,499,694700,8966,274,499,694700,8966,274,499,694700,8966,274,499,694700,8966,274,499,694700,8966,274,499,694700,8966,274,499,694700,8967,274,499,694700,8967,274,499,694700,8967,274,499,694700,8967,274,499,694700,8967,274,499,694700,8967,274,499,694700,8967,274,499,694700,8967,274,499,694700,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499,694800,8967,274,499
7436183582076325150,Original,https://www.tiktok.com/@herbalvineyards/video/7436183582076325150,11/12/2024,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,123,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67,55500,1349,124,67
7439502100918242590,Original,https://www.tiktok.com/@herbalvineyards/video/7439502100918242590,11/21/2024,1700000,96400,408,1411,1700000,96400,408,1411,1700000,96400,408,1411,1700000,96400,408,1411,1700000,96400,408,1412,1700000,96400,408,1412,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1413,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1415,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416,1700000,96400,408,1416
7440240947578948894,Original,https://www.tiktok.com/@herbalvineyards/video/7440240947578948894,11/23/2024,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5199,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87,62200,5200,170,87
7441365470957128990,Original,https://www.tiktok.com/@herbalvineyards/video/7441365470957128990,11/26/2024,45700,1196,41,68,45700,1196,41,68,45700,1196,41,68,45700,1196,41,68,45700,1196,41,68,45700,1196,41,68,45700,1196,41,68,45700,1197,41,68,45700,1197,41,68,45700,1198,41,68,45700,1198,41,68,45700,1198,41,68,45700,1198,41,68,45700,1198,41,68,45700,1198,41,68,45700,1198,41,68,45700,1198,41,68,45700,1198,41,68,45800,1198,41,68,45800,1198,41,68,45800,1198,41,68,45800,1198,41,68,45800,1198,41,68,45800,1198,41,68,45900,1199,42,68,46000,1202,42,68,46100,1204,42,68,46100,1205,42,68,46100,1205,42,68,46200,1206,42,68,46600,1210,42,68,46700,1211,42,68,46800,1213,42,68,46800,1213,42,68,46900,1214,42,68,46900,1214,42,68,46900,1214,42,68,46900,1214,42,68,46900,1215,42,68,46900,1215,42,68,46900,1216,42,68,46900,1216,42,68,46900,1216,42,68,46900,1216,42,68,46900,1216,42,68,46900,1216,42,68
7449182223011532074,Original,https://www.tiktok.com/@herbalvineyards/video/7449182223011532074,12/17/2024,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254400,2461,110,261,254500,2461,110,261,254500,2461,110,261,254500,2461,110,261
7449841599833738542,Original,https://www.tiktok.com/@herbalvineyards/video/7449841599833738542,12/18/2024,235000,5144,120,335,235000,5144,120,335,235000,5144,120,335,235000,5144,120,335,235000,5144,120,335,235000,5144,120,335,235000,5144,120,335,235000,5144,120,335,235000,5145,120,335,235000,5145,120,335,235000,5145,120,335,235000,5146,120,335,235000,5146,120,335,235000,5146,120,335,235000,5146,120,335,235000,5146,120,335,235000,5146,120,335,235000,5146,120,335,235000,5146,120,335,235000,5146,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235000,5147,120,335,235100,5147,120,335,235100,5147,120,335,235100,5147,120,336,235100,5147,120,336,235100,5147,120,336,235100,5147,120,336,235100,5147,120,336,235100,5147,120,336,235100,5147,120,336,235100,5147,120,336
7450640646630640938,Original,https://www.tiktok.com/@herbalvineyards/video/7450640646630640938,12/21/2024,1400000,29300,475,1601,1400000,29300,475,1601,1400000,29300,475,1602,1400000,29300,475,1602,1400000,29300,475,1602,1400000,29300,475,1602,1400000,29300,475,1604,1400000,29300,475,1604,1400000,29300,475,1604,1400000,29300,475,1604,1400000,29300,475,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1604,1400000,29300,476,1606,1400000,29300,476,1606,1400000,29400,476,1606,1400000,29400,476,1606,1400000,29400,476,1606,1400000,29400,476,1606,1400000,29400,476,1606,1400000,29400,476,1606,1400000,29400,476,1606,1400000,29400,476,1606,1400000,29400,476,1607,1400000,29400,476,1607,1400000,29400,476,1607,1400000,29400,476,1608,1400000,29400,476,1609,1400000,29400,476,1609,1400000,29400,476,1609,1400000,29400,476,1609,1400000,29400,476,1609,1400000,29400,476,1609,1400000,29400,476,1609
7455010291508596011,Original,https://www.tiktok.com/@herbalvineyards/video/7455010291508596011,01/01/2025,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54100,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,86,54200,1066,90,87,54200,1066,90,87,54200,1066,90,87,54200,1066,90,87,54200,1066,90,87,54200,1066,90,87,54200,1066,90,87,54200,1066,90,87
7461014630513544491,Original,https://www.tiktok.com/@herbalvineyards/video/7461014630513544491,01/18/2025,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83600,1553,121,36,83700,1555,121,36,83700,1555,121,36,83800,1556,121,36,83800,1556,121,36,83900,1556,121,36,83900,1559,121,36,84000,1559,121,36,84100,1559,121,36,84100,1559,121,36,84200,1561,121,36,84300,1563,121,36,84400,1563,121,36,84500,1563,121,36,85200,1572,121,37,85600,1576,121,37,85900,1578,121,37,86100,1577,121,38,86200,1577,121,38,86400,1580,121,38,86600,1583,121,38,86800,1585,121,39,87100,1589,121,39,87500,1595,121,40,88200,1601,121,40,88500,1605,121,41,89000,1611,121,41,89700,1621,121,41,90300,1626,121,41,90400,1626,121,41,90400,1628,122,42,90500,1629,122,42,90700,1630,122,42
7483953016459119915,Original,https://www.tiktok.com/@herbalvineyards/video/7483953016459119915,03/20/2025,63900,685,81,82,63900,686,81,82,63900,686,81,82,63900,686,81,82,63900,686,81,82,64000,687,81,82,64000,687,81,82,64000,687,81,82,64000,687,81,82,64000,687,81,82,64100,687,81,82,64100,687,81,82,64100,687,81,82,64100,687,81,82,64100,687,81,82,64100,687,81,82,64200,687,81,82,64200,687,81,82,64200,687,81,82,64200,687,81,82,64200,687,81,82,64200,687,81,82,64200,687,81,82,64200,687,81,82,64300,687,81,82,64300,687,81,82,64300,687,81,82,64300,687,81,82,64300,687,81,82,64300,687,81,82,64300,687,81,82,64400,687,81,82,64400,687,81,82,64400,687,81,82,64400,687,81,82,64400,687,81,82,64400,687,81,82,64400,687,81,82,64500,687,81,82,64500,687,81,82,64500,687,81,82,64500,687,81,82,64500,687,81,82,64500,687,81,82,64600,687,81,82,64600,687,81,82
7554502061249907999,Original,https://www.tiktok.com/@herbalvineyards/video/7554502061249907999,09/27/2025,54400,1941,81,29,54400,1941,81,29,54400,1941,81,29,54400,1941,81,29,54400,1941,81,29,54400,1942,81,29,54500,1942,81,29,54500,1942,81,29,54500,1942,81,29,54500,1942,81,29,54500,1942,81,29,54500,1943,81,29,54500,1943,81,29,54500,1943,81,29,54500,1943,81,29,54500,1943,81,29,54500,1943,81,29,54500,1943,81,29,54500,1944,81,29,54500,1945,81,29,54500,1945,81,29,54500,1946,81,29,54500,1946,81,29,54600,1948,81,29,54600,1948,81,29,54600,1949,81,29,54600,1950,81,29,54600,1950,81,29,54600,1950,81,29,54600,1950,81,29,54600,1950,81,29,54600,1950,81,29,54600,1950,81,29,54600,1950,81,29,54600,1951,81,29,54700,1951,81,29,54700,1951,81,29,54700,1951,81,29,54700,1951,81,29,54700,1954,81,29,54700,1955,81,29,54700,1956,81,29,54700,1956,81,29,54700,1956,81,29,54700,1956,81,29,54700,1956,81,29
7570043337495825695,Original,https://www.tiktok.com/@herbalvineyards/video/7570043337495825695,11/07/2025,24800,629,20,20,24800,629,20,20,24800,629,20,20,24800,629,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,630,20,20,24800,631,20,20,24800,631,20,20,24800,631,20,20,24800,631,20,20,24800,631,20,20,24900,632,20,20,24900,632,20,20,24900,632,20,20,24900,632,20,20,24900,632,20,20,24900,632,20,20,24900,632,20,20,24900,632,20,20,24900,633,20,20,24900,633,20,20,24900,633,20,20,24900,634,20,20,24900,635,20,20,24900,635,20,20,24900,635,20,20,24900,635,20,20,24900,635,20,20,24900,635,20,20,24900,635,20,20
7573800075722247454,Original,https://www.tiktok.com/@herbalvineyards/video/7573800075722247454,11/18/2025,3647,59,5,4,3649,59,5,4,3653,59,5,4,3660,59,5,4,3670,60,5,4,3702,60,5,4,3720,60,5,4,3731,60,5,4,3735,60,5,4,3739,60,5,4,3745,60,5,4,3749,61,5,4,3757,63,5,4,3759,63,5,4,3761,63,5,4,3772,63,5,4,3788,63,5,4,3802,63,5,4,3806,63,5,4,3810,63,5,4,3810,63,5,4,3816,63,5,4,3816,63,5,4,3819,63,5,4,3820,64,5,4,3823,64,5,4,3833,64,5,4,3842,64,5,4,3848,64,5,4,3853,64,5,4,3856,64,5,4,3865,64,5,4,3865,64,5,4,3871,64,5,4,3884,65,5,4,3888,66,5,4,3892,67,5,4,3897,67,5,4,3901,69,5,4,3911,69,5,4,3917,69,5,4,3922,69,5,4,3924,69,5,4,3926,69,5,4,3927,69,5,4,3929,69,5,4
7574519332483468575,Original,https://www.tiktok.com/@herbalvineyards/video/7574519332483468575,11/19/2025,7870,89,5,6,7875,89,5,6,7875,89,5,6,7875,89,5,6,7928,89,5,6,7983,89,5,6,8005,89,5,6,8005,89,5,6,8005,89,5,6,8029,89,5,6,8029,89,5,6,8048,89,5,6,8048,89,5,6,8048,89,5,6,8048,89,5,6,8076,89,5,6,8076,89,5,6,8095,89,5,6,8095,89,5,6,8102,90,5,6,8102,90,5,6,8102,90,5,6,8112,90,5,6,8112,90,5,6,8112,90,5,6,8123,90,5,6,8123,90,5,6,8133,90,5,6,8140,90,5,6,8140,90,5,6,8149,91,5,6,8149,91,5,6,8149,91,5,6,8149,91,5,6,8160,91,5,6,8165,91,5,6,8165,91,5,6,8165,91,5,6,8180,93,5,6,8192,93,5,6,8201,94,5,6,8207,94,6,6,8207,94,6,6,8213,94,6,6,8213,94,6,6,8213,94,6,6
7580063070953753886,Original,https://www.tiktok.com/@herbalvineyards/video/7580063070953753886,12/04/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,2,0,0,541,11,0,0,814,15,0,0,1614,25,0,1,2232,33,0,1,2852,44,0,1,3219,47,0,1,3351,48,0,1,3440,53,0,1,3599,54,0,1,3720,58,0,1
